0.000	,	0.000
0.050	,	0.050
0.100	,	0.166
0.150	,	0.316
0.200	,	0.516
0.250	,	0.782
0.301	,	1.098
0.351	,	1.364
0.401	,	1.547
0.451	,	1.647
0.501	,	1.663
0.551	,	1.647
0.601	,	1.547
0.651	,	1.430
0.701	,	1.297
0.751	,	1.131
0.802	,	0.931
0.852	,	0.765
0.902	,	0.649
0.952	,	0.549
1.002	,	0.466
1.102	,	0.344
1.202	,	0.244
1.303	,	0.178
1.403	,	0.128
1.503	,	0.091
1.603	,	0.067
1.703	,	0.048
1.804	,	0.035
1.904	,	0.025
2.004	,	0.018
2.254	,	0.008
2.505	,	0.000
